"season","week","game_type","franchise_id","franchise_score","opponent_id","opponent_score","result","result_char"
2025,14,0,4,168.18,1,164.62,1,"W"
2025,14,0,5,217.8,2,224.6,0,"L"
2025,14,0,6,192.72,13,140.7,1,"W"
2025,14,0,7,156.86,8,143.62,1,"W"
2025,14,0,8,143.62,7,156.86,0,"L"
2025,14,0,9,140.96,3,204.82,0,"L"
2025,14,0,10,222.22,12,138.76,1,"W"
2025,14,0,11,219.64,14,134.74,1,"W"
2025,14,0,12,138.76,10,222.22,0,"L"
2025,14,0,13,140.7,6,192.72,0,"L"
2025,14,0,14,134.74,11,219.64,0,"L"
2025,15,1,2,223.72,10,220.3,1,"W"
2025,15,1,3,223.74,11,201.02,1,"W"
2025,15,1,5,195.92,7,247.38,0,"L"
2025,15,1,7,247.38,5,195.92,1,"W"
2025,15,1,10,220.3,2,223.72,0,"L"
2025,15,1,11,201.02,3,223.74,0,"L"
2025,15,-2,6,205.06,14,184.96,1,"W"
2025,15,-2,8,184.98,13,144.14,1,"W"
2025,15,-2,9,174.16,12,149.58,1,"W"
2025,15,-2,12,149.58,9,174.16,0,"L"
2025,15,-2,13,144.14,8,184.98,0,"L"
2025,15,-2,14,184.96,6,205.06,0,"L"
2025,16,1,2,262.74,4,244.68,1,"W"
2025,16,1,3,202.62,7,232.88,0,"L"
2025,16,1,4,244.68,2,262.74,0,"L"
2025,16,1,7,232.88,3,202.62,1,"W"
2025,16,-1,5,182.12,11,173.9,1,"W"
2025,16,-1,11,173.9,5,182.12,0,"L"
2025,16,-2,1,229.06,6,196.36,1,"W"
2025,16,-2,6,196.36,1,229.06,0,"L"
2025,16,-2,8,193.68,9,100.34,1,"W"
2025,16,-2,9,100.34,8,193.68,0,"L"
2025,16,-2,12,183.8,13,109.98,1,"W"
2025,16,-2,13,109.98,12,183.8,0,"L"
